OBJECTID,LIFECYCLESTATUS,INSTALLDATE,ASSET_TYPE,ASSET_ID,ENTNAME,ROAD_ID,ADDRESS_ID,CIVIC_ADDRESS,OWNER,ASBUILTNUMBER,POSITION_ACCURACY,ACCESSTYPE,ACCESSDIAMETER,TOPOFCATCHBASIN,INVERTELEVATION,SUMP,x,y
7707,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10036972,CB-1112118,1897,76474,25 THORNDALE DR,City of Waterloo,5-907,GPS +/- 0.5m,Grate,,353.638,,No,-80.5510180365926,43.4511288226888
7708,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10040309,CB-1127518,7610,90791,342 KING ST N,Region of Waterloo,41-280,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.525815314351,43.4806829784584
7709,Active,1/1/1978 12:00:00 AM,Double Catchbasin,10040227,MPLS5R-8,20611,94234,168 STONEHAVEN DR,City of Waterloo,"5-977, 5-975",GPS +/- 0.5m,Grate,,359.37,,No,-80.5414763045062,43.4435547142556
7711,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10045073,CB-1128193,122,92440,207 DAWSON ST,City of Waterloo,,GPS +/- 0.5m,Grate,,337.899,,Yes,-80.5340767189402,43.4589150411389
7712,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10041639,CB-1112114,5655,76064,365 CULPEPPER PL,City of Waterloo,5-826,GPS +/- 0.5m,Grate,,350.653,,No,-80.5467821705642,43.4534551165791
7713,Active,1/1/1961 12:00:00 AM,Single Catchbasin,10043534,CB-1102528,419,94085,277 LONGFELLOW DR,City of Waterloo,5-316,GPS +/- 0.5m,Grate,,333.835,,Yes,-80.5454781488663,43.4656165087971
7714,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10040701,CB-1105506,20541,94038,76 MCDOUGALL RD,City of Waterloo,,GPS +/- 0.5m,Grate,,331.799,,Yes,-80.5451496673312,43.4615108882914
7715,Active,,Single Catchbasin,10039477,CB-1149557,9044,121327,29 BARREL YARDS BLVD ,City of Waterloo,15-926,Eng Dwg/As Built +/- 2m,Grate,,,,NI,-80.5304972511162,43.4652787406402
7716,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10038633,CB-1143344,20467,94257,104 STONEHAVEN DR,Region of Waterloo,,GPS +/- 0.5m,Grate,,346.856,,Yes,-80.5439934628367,43.4469061532899
7717,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10041979,L51R-66,8603,91230,149 WILLIAM ST W,City of Waterloo,,GPS +/- 0.5m,Grate,,341.751,,Yes,-80.5274108077149,43.4567510042133
7719,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10037922,CB-1128639,129,92193,167 ERB ST W,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,330.906,,Yes,-80.532600095146,43.4607729149054
7720,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10041499,CLS10L-5A,4604,77381,408 MIDWOOD CRES,City of Waterloo,5-829,GPS +/- 0.5m,Grate,,341.298,,No,-80.5538460626976,43.4565047305826
7721,Active,1/1/1984 12:00:00 AM,Single Catchbasin,10038928,CB-1115752,7629,82440,311 AUBURN DR,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.4949606630581,43.4935559334436
7722,Active,,Single Catchbasin,10041654,L47R-63A,8584,90973,111 ALLEN ST W,City of Waterloo,,GPS +/- 0.5m,Grate,,343.604,,Yes,-80.5244556330051,43.4556404792311
7724,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10037784,CB-1106608,1411,78398,309 FARADAY CRT,City of Waterloo,5-972,GPS +/- 0.5m,Grate,,343.335,,No,-80.5596129140167,43.4653223070741
7725,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10039852,CB-1129518,1571,89269,88 WILLOW ST,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5146014678865,43.462047027244
7726,Active,3/24/1983 12:00:00 AM,Single Catchbasin,10045034,L51R-16,1580,90214,47 NORMAN ST,City of Waterloo,"5-728, 15-313",GPS +/- 0.5m,Grate,,327.861,,No,-80.5224606240364,43.4593492879932
7727,Active,1/1/2005 12:00:00 AM,Single Catchbasin,10037126,CB-1112078,6025,92733,231 LOURDES ST,City of Waterloo,,GPS +/- 0.5m,Grate,,344.262,,No,-80.5360601743417,43.4572411209269
7728,Active,1/1/1972 12:00:00 AM,Single Catchbasin,10041314,CLN9R-5,4615,71837,325 MARLOWE DR,City of Waterloo,,GPS +/- 0.5m,Grate,,338.543,,Yes,-80.5500747476595,43.4619520734951
7729,Active,,Single Catchbasin,10041509,CB-1110668,3908,78022,522 PENNY LANE,Region of Waterloo,,GPS +/- 0.5m,Grate,,378.45,,Yes,-80.5579575994942,43.4376995634612
7730,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10038715,CB-1129627,347,123728,158 KING ST N ,City of Waterloo,15-719,Eng Dwg/As Built +/- 2m,Grate,,329.689,,Yes,-80.523919703944,43.471932504842
7731,Active,9/1/2013 12:00:00 AM,Single Catchbasin,10040618,CB-1149554,9044,96154,10 FATHER DAVID BAUER DR,City of Waterloo,15-927,GPS +/- 0.5m,Grate,,,,NI,-80.527738297416,43.4646077286258
7732,Active,,Single Catchbasin,10041211,MN3L-5,2222222,93669,11 MCDOUGALL RD,City of Waterloo,,,Grate,,333.991,,Yes,-80.5411093702144,43.4577041211366
7734,Active,1/1/2001 12:00:00 AM,Single Catchbasin,10040049,CB-1142948,28534,99368,415 AUBURN DR,City of Waterloo,5-2016,Digitized +/- 2m,Grate,,0,,Yes,-80.4920886689567,43.4977029464306
7735,Active,1/1/1962 12:00:00 AM,Single Catchbasin,10042931,CB-1109214,20564,93641,17 MCDOUGALL RD,City of Waterloo,5-485,GPS +/- 0.5m,Grate,,335.369,,Yes,-80.5414516367023,43.4582022561009
7736,Active,1/1/1969 12:00:00 AM,Single Catchbasin,10039626,CB-1102448,74,73626,43 COMBERMERE CRES,City of Waterloo,5-630,GPS +/- 0.5m,Grate,,339.792,,No,-80.5563595702708,43.4637591385635
7737,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10042820,CB-1128304,8844,91393,119 ALEXANDRA AVE,City of Waterloo,,GPS +/- 0.5m,Grate,,336.277,,Yes,-80.5287088793382,43.4580466346546
7738,Active,1/1/1973 12:00:00 AM,Single Catchbasin,10039933,CB-1109248,4617,72435,101 AMOS AVE,City of Waterloo,5-774,GPS +/- 0.5m,Grate,,336.253,,No,-80.5498826075388,43.4597129897187
7739,Active,1/1/2002 12:00:00 AM,Single Catchbasin,10038780,L54R-59A,125,92447,187 ERB ST W,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,334.2,333.22,Yes,-80.5336270188846,43.4602828358604
7740,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10044198,CB-1102207,7315,78555,313 BEECHLAWN DR,City of Waterloo,5-843,GPS +/- 0.5m,Grate,,346.172,,No,-80.5605582382525,43.466529617912
7741,Active,,Single Catchbasin,10041053,L42L-65,340,90534,174 KING ST N,Region of Waterloo,,TSS,Grate,,330.6,,No,-80.5241268332302,43.4726599964354
7742,Active,1/1/2005 12:00:00 AM,Single Side Inlet Catchbasin,10037025,CB-1129671,7181,121151,161 UNIVERSITY AVE W ,Region of Waterloo,41-314,TSS,Grate,,332.32,,Yes,-80.5379949806801,43.4705675720903
7743,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10041697,CLN10L-14,68,72926,287 SHAKESPEARE DR,City of Waterloo,5-501,GPS +/- 0.5m,Grate,,337.452,,Yes,-80.5521095618423,43.4645144589052
7744,Active,6/1/2011 12:00:00 AM,Single Catchbasin,10043196,CB-1149089,1679,90118,161 ESSON ST,City of Waterloo,15-826,Eng Dwg/As Built +/- 2m,Grate,,328.312,326.453,No,-80.5208160461438,43.4569159710289
7745,Active,,Single Catchbasin,10044301,CB-1129205,11052,88710,154 GRAHAM ST,City of Waterloo,,TSS,Grate,,336.13,,Yes,-80.5059311954398,43.4617866447607
7746,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10044511,CB-1123944,1521,84151,226 BRIDGEPORT RD E,Region of Waterloo,,P(0.1),Grate,,331.846,,Yes,-80.5045743342944,43.4723152605066
7747,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10044682,CB-1110376,20490,94325,102 GARDEN TREE CRT,City of Waterloo,5-932,GPS +/- 0.5m,Grate,,350.25,,No,-80.544854589604,43.4462145160526
7748,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10044039,CB-1128515,1393,91598,31 MENNO ST,City of Waterloo,"5-840, 5-1079",GPS +/- 0.5m,Grate,,329.923,,NI,-80.5276143901393,43.4613989030991
7749,Active,1/1/2005 12:00:00 AM,Double Catchbasin,10040821,CB-1142953,28520,99354,379 AUBURN DR,City of Waterloo,5-2017,Digitized +/- 2m,Grate,,0,,Yes,-80.4946615679922,43.496745389001
7750,Active,1/1/1961 12:00:00 AM,Single Catchbasin,10040529,L66R-10A,107,94001,130 IROQUOIS PL,City of Waterloo,5-320,TSS,Grate,,334.888,,No,-80.5446850682727,43.4648646940961
7751,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10041210,CB-1165108,10631,89369,212 HERBERT ST,City of Waterloo,5-473,TSS,Grate,,327.15,,Yes,-80.5160729601493,43.4613422856969
7752,Active,1/1/1969 12:00:00 AM,Single Catchbasin,10037742,MN15R-7A,5669,76347,49 THORNDALE DR,City of Waterloo,5-616,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5494547205485,43.4498165513457
7753,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10043911,CB-1128280,8846,91487,76 HILLCREST AVE,City of Waterloo,,GPS +/- 0.5m,Grate,,337.015,,No,-80.5291314648582,43.4571303072757
7754,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10039977,L51R-49,5941,91249,94 ALEXANDRA AVE,City of Waterloo,,GPS +/- 0.5m,Grate,,330.473,,Yes,-80.5270685868446,43.4593278732745
7755,Active,1/1/1978 12:00:00 AM,Single Catchbasin,10039119,CB-1109184,4568,76651,380B CHURCHILL CRT,City of Waterloo,5-949,GPS +/- 0.5m,Grate,,344.715,,No,-80.5510134619921,43.4544873111527
7756,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10044461,CB-1128526,1393,91058,78 ALEXANDRA AVE,City of Waterloo,5-147,GPS +/- 0.5m,Grate,,329.447,,No,-80.5261181553746,43.459894642103
7757,Active,1/1/1990 12:00:00 AM,Double Catchbasin,10039259,CB-1112084,5986,93871,63 MELBOURNE CRES,City of Waterloo,15-379,GPS +/- 0.5m,Grate,,344.078,,Yes,-80.5365909600991,43.4556397420023
7758,Active,1/1/1981 12:00:00 AM,Double Catchbasin,10042818,MN14L-2,20481,76258,111 THORNDALE PL,City of Waterloo,5-909,GPS +/- 0.5m,Grate,,349.407,347.746,No,-80.5490112087144,43.4510370562205
7759,Active,1/1/1969 12:00:00 AM,Single Catchbasin,10255025,MN15R-10,5675,76269,98 RIDGEVIEW CRES,City of Waterloo,5-618,GPS +/- 0.5m,,,,,No,-80.5487566169929,43.4482922959187
7760,Active,1/1/1978 12:00:00 AM,Single Catchbasin,10038659,CLS4R-29,4568,76471,383B CHURCHILL CRT,City of Waterloo,5-949,GPS +/- 0.5m,Grate,,344.762,,No,-80.551003169596,43.4544012881334
7761,Active,1/1/1990 12:00:00 AM,Double Catchbasin,10042182,L51R-112,5986,92807,66 MELBOURNE CRES,City of Waterloo,15-379,GPS +/- 0.5m,Grate,,344.021,,Yes,-80.5364957470734,43.455670619224
7762,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10255026,MN15L-8,25447,71911,406 WESTRIDGE DR,City of Waterloo,5-908,Field Notes,,,,,No,-80.5497480729203,43.4517259482777
7763,Active,,Single Ditch Inlet Catchbasin,10038322,CB-1164768,2222222,1111111,University of Waterloo by Pond 17,City of Waterloo,,GPS +/- 0.5m,Grate,,335.61,,,-80.5410259549444,43.4729830805303
7764,Active,1/1/2007 12:00:00 AM,Double Catchbasin,10044987,L46R-45,10628,89242,78 WILLOW ST,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,326.39,,No,-80.5149995569518,43.4623580650929
7765,Active,1/1/1969 12:00:00 AM,Single Catchbasin,10038660,CB-1109226,4806,72663,51 AMOS AVE,City of Waterloo,5-635,GPS +/- 0.5m,Grate,,339.008,,No,-80.5472911122989,43.4573210906024
7766,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10042274,ME11R-30,7631,82209,356 STRAWBERRY CRES,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,331.853,,Yes,-80.4932721886716,43.491540615569
7767,Active,1/1/1973 12:00:00 AM,Single Catchbasin,10039341,CB-1102467,305,73462,51 ACADEMY CRES,City of Waterloo,5-780,GPS +/- 0.5m,Grate,,338.961,,NI,-80.5551403977111,43.4676082864475
7768,Active,,Single Catchbasin,10043479,CLN1R-6,173,93334,79 WESTMOUNT RD N,City of Waterloo,,GPS +/- 0.5m,Grate,,329.295,,Yes,-80.5391906601783,43.4623339331918
7769,Active,1/1/1968 12:00:00 AM,Single Catchbasin,10044649,L52R-27,5946,91762,124 ERB ST W,City of Waterloo,5-104,GPS +/- 0.5m,Grate,,330.567,,Yes,-80.529948374454,43.4625055573544
7770,Active,1/1/1982 12:00:00 AM,Single Catchbasin,10045282,CB-1112068,20467,101205,0 ALEXANDRA AVE,Region of Waterloo,41-303,GPS +/- 0.5m,Grate,,338.03,,Yes,-80.5401883351243,43.454385721389
7771,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10043325,L32L-214,7504,90707,238 KING ST N,Region of Waterloo,,TSS,Grate,,324.38,,No,-80.5247176231025,43.4754476082254
7772,Active,1/1/1950 12:00:00 AM,Single Catchbasin,10040848,L51R-64,8844,91393,119 ALEXANDRA AVE,City of Waterloo,,GPS +/- 0.5m,Grate,,336.277,,Yes,-80.5287954763631,43.4579967535626
7773,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10042635,CB-1110616,25924,71431,162 HERRON PL,Region of Waterloo,,GPS +/- 0.5m,Grate,,367.12,,Yes,-80.5462474804921,43.4421988093969
7774,Active,,Single Catchbasin,10044590,L63R-5,2222222,80877,70 WESTMOUNT RD N,City of Waterloo,,GPS +/- 0.5m,Grate,,327.65,,NI,-80.5387663111913,43.4627565232097
7775,Active,1/1/1951 12:00:00 AM,Double Catchbasin,10037648,CB-1151434,20762,91864,282 STANLEY DR,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5312290546438,43.4523721927024
7776,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10039179,CB-1112105,148,93702,320 BREEZEWOOD CRES,City of Waterloo,5-824A,GPS +/- 0.5m,Grate,,342.067,,No,-80.5428500149365,43.4541855022277
7777,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10041073,CB-1112107,146,93684,76 CULPEPPER DR,City of Waterloo,5-822,GPS +/- 0.5m,Grate,,340.94,,No,-80.5423307726183,43.4534833634304
7778,Active,1/1/1953 12:00:00 AM,Single Catchbasin,10037558,L51R-100A,5994,91875,73 WESTMOUNT RD S,City of Waterloo,,Estimated/Unknown,Grate,,337.428,,No,-80.5315929877972,43.4566983058851
