OBJECTID,LIFECYCLESTATUS,INSTALLDATE,ASSET_TYPE,ASSET_ID,ENTNAME,ROAD_ID,ADDRESS_ID,CIVIC_ADDRESS,OWNER,ASBUILTNUMBER,POSITION_ACCURACY,ACCESSTYPE,ACCESSDIAMETER,TOPOFCATCHBASIN,INVERTELEVATION,SUMP,x,y
2399,Active,,Single Catchbasin,10039410,CB-1131689,3331,88392,615 DAVENPORT RD,Region of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5293866403209,43.5032303858019
2400,Active,1/1/1962 12:00:00 AM,Single Catchbasin,10037489,L30R-46,7603,85379,179 MAYFIELD AVE,City of Waterloo,,TSS,Grate,,331.165,,Yes,-80.5080102441168,43.4799455172953
2401,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10037934,CB-1110236,1641,88399,90 BAFFIN PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5300607119619,43.5067402905471
2402,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10040233,CB-1142099,7361,75323,610 PINERIDGE RD,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5653641606934,43.4856621159886
2403,Active,1/1/1974 12:00:00 AM,Single Catchbasin,10040059,L85L-23,7356,75239,628 PINERIDGE RD,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5644620507744,43.4869496562469
2404,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10041571,CB-1123956,10570,85659,194 ERB ST E,Region of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,325.437,,,-80.5094326626544,43.4691044813425
2405,Active,1/1/1999 12:00:00 AM,Double Catchbasin,10043213,CB-1103386,26341,100842,646B COLUMBIA FOREST BLVD,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5861661712698,43.4643400234008
2407,Active,1/1/2002 12:00:00 AM,Single Catchbasin,10039294,CB-1129291,10574,85444,86 WEBER ST S,Region of Waterloo,,TSS,Grate,,334.98,,,-80.5081066005368,43.4670258881739
2408,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10043176,CB-1103372,26341,70868,673A BUTTERNUT AVE,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5868809875218,43.4654201164511
2409,Active,1/1/2015 12:00:00 AM,Single Catchbasin,10045424,CB-1147687,80599,112632,538 GRISTMILL ST,City of Waterloo,5-2299,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.4932376562354,43.5262962813752
2410,Active,3/21/2017 12:00:00 AM,Single Catchbasin,10045929,CB-1145074,80071,120177,601 SUNDEW DR,City of Waterloo,5-2383 to 5-2394,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5988432475866,43.460001066426
2411,Active,1/1/1979 12:00:00 AM,Single Catchbasin,10041374,CB-1129714,3333333,90710,35 ALBERT ST,City of Waterloo Property,,TSS,Grate,,328.8,111.111,,-80.5242357549081,43.4660889343334
2412,Active,,Single Catchbasin,10042735,CB-1127696,4722,75923,642 BURNING BUSH RD,City of Waterloo,,SURVEY 2011,Grate,,349.59,,,-80.5700679843533,43.4995291836208
2413,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10043931,CB-1142102,8003,75350,631 CEDARGROVE PL,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5647983965342,43.4897418941143
2414,Active,1/1/1989 12:00:00 AM,Single Catchbasin,10043917,CB-1142212,8279,74305,609 SPRUCEHURST CRES,City of Waterloo,5-1473,Estimated/Unknown,Grate,,0,,Yes,-80.5591113390745,43.497728763032
2415,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10042088,CB-1142629,28129,103994,2401 UNIVERSITY AVE E,City of Waterloo,5-2004,Digitized +/- 2m,Grate,,0,,Yes,-80.5161422329142,43.5174615865821
2416,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10043555,CB-1143199,392,93011,122 COLUMBIA ST W,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5370247345001,43.4780911707306
2417,Active,1/1/2003 12:00:00 AM,Single Catchbasin,10043355,CB-1142963,28947,104174,784 GRAND BANKS DR,City of Waterloo,5-2106A,Digitized +/- 2m,Grate,,0,,Yes,-80.5000849596302,43.5138817875895
2418,Active,,Single Catchbasin,10042254,CB-1128784,7564,89816,62 LAUREL ST,Region of Waterloo,,GPS +/- 0.5m,Grate,,320.606,,,-80.5167443606814,43.4683926703886
2419,Active,1/1/1978 12:00:00 AM,Single Catchbasin,10043436,CB-1128669,1387,91650,40 EUCLID AVE,City of Waterloo,,GPS +/- 0.5m,Grate,,329.71,,No,-80.5262105402311,43.4615513355728
2420,Active,1/1/1997 12:00:00 AM,Single Catchbasin,10044366,MPLN17R-98B,9115,71960,581 NORTHAMPTON PL,City of Waterloo,5-1518,GPS +/- 0.5m,Grate,,369.56,,Yes,-80.5555195281307,43.4432204515074
2421,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10041136,L38R-180,10304,84334,219 UNION ST E,City of Waterloo,,P(0.1),Grate,,336.114,,Yes,-80.5036770747029,43.4657547056457
2422,Active,10/1/2007 12:00:00 AM,Single Catchbasin,10042621,CB-1149288,10305,83456,142 ELLIS CRES S,City of Waterloo,15-744,Eng Dwg/As Built +/- 2m,Grate,,111.111,111.111,Yes,-80.5021356070056,43.4656590398925
2423,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10038651,MPLN17R-59A,20428,95403,170 MIDDLEBURY DR,City of Waterloo,5-1448,GPS +/- 0.5m,Grate,,365.54,,Yes,-80.5529837061433,43.4427686032562
2424,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10043885,CB-1142280,8367,73585,323B MAYVIEW CRES,City of Waterloo,5-1252,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5558163764537,43.4997870516692
2425,Active,1/1/1989 12:00:00 AM,Single Catchbasin,10038694,CB-1103549,611,79979,540 SANDBROOKE CRT,City of Waterloo,5-1395,Aerial Photo +/- 0.5m,Grate,,370.45,,Yes,-80.5698271256677,43.4576364059831
2426,Active,,Single Catchbasin,10038709,CB-1128224,8839,91941,79 WESTMOUNT RD S,Region of Waterloo,,GPS +/- 0.5m,Grate,,333.55,,,-80.5305440292475,43.4565643946994
2427,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10039256,CB-1103433,4283,71715,546 CHANCERY LANE,City of Waterloo,,GPS +/- 0.5m,Grate,,351.89,,,-80.5776424237369,43.4651509222704
2428,Active,1/1/2004 12:00:00 AM,Single Catchbasin,10045278,CB-1146870,8168,73411,211 NORTHLAKE DR,Region of Waterloo,41-376,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.55503419838,43.4939889308573
2429,Active,5/1/2002 12:00:00 AM,Single Catchbasin,10045158,CB-1129285,7388,88863,177 ALLEN ST E,Region of Waterloo,41-254,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5092601009712,43.4675072646505
2430,Active,1/1/1960 12:00:00 AM,Single Catchbasin,10042100,CB-1123799,1794,83110,37 TERRYSTONE WALK,Region of Waterloo,15-775,P(0.1),Grate,,339.782,,,-80.4985296598123,43.4719020932965
2431,Active,1/1/1994 12:00:00 AM,Single Catchbasin,10037268,CB-1129262,10581,88833,124 DOVER ST,City of Waterloo,,TSS,Grate,,335.75,,,-80.5085169064946,43.4640980096008
2432,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10043787,CB-1129026,9044,95683,101 FATHER DAVID BAUER DR,City of Waterloo,,GPS +/- 0.5m,Grate,,325.483,,,-80.533231170786,43.4649631558497
2433,Active,10/1/2006 12:00:00 AM,Single Catchbasin,10038115,CB-1147622,29543,112175,41 WESTHILL DR,Region of Waterloo,41-473A,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5688553885136,43.4443591776865
2434,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10040434,C6R-25,7168,93059,464 HAZEL ST,City of Waterloo,,GPS +/- 0.5m,Grate,,344.281,341.89,Yes,-80.5381197424941,43.4866177522079
2435,Active,,Single Catchbasin,10039421,L85R-3,80906,103990,595 WESTMOUNT RD N,Region of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.565544315395,43.4832569297839
2436,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10040468,CB-1128469,9044,95684,139 FATHER DAVID BAUER DR,City of Waterloo,,GPS +/- 0.5m,Grate,,326.261,,,-80.5351452332512,43.4647661286383
2437,Active,1/1/1958 12:00:00 AM,Single Catchbasin,10042076,L33L-17,232,89476,101 MARSHALL ST,City of Waterloo,,GPS +/- 0.5m,Grate,,318.01,,Yes,-80.517763820988,43.4747614295714
2438,Active,1/1/1992 12:00:00 AM,Single Catchbasin,10039875,HS1R-7A,2222222,78655,679 GRANGE CRES,City of Waterloo,5-1544,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.561131494046,43.438815000886
2439,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10038911,CB-1129025,9044,95683,101 FATHER DAVID BAUER DR,City of Waterloo,,GPS +/- 0.5m,Grate,,325.558,,,-80.5333716966827,43.4650801419926
2440,Active,,Single Catchbasin,10042898,CB-1142730,28538,103116,570 UNIVERSITY AVE E,City of Waterloo,15-907,Aerial Photo +/- 0.5m,Grate,,,,Yes,-80.4907136595136,43.4958716911275
2441,Active,1/1/1992 12:00:00 AM,Single Catchbasin,10042370,HS1R-8A,2222222,78718,691 GRANGE CRES,City of Waterloo,5-1544,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5606346075344,43.4391636559478
2442,Active,1/1/1981 12:00:00 AM,Single Catchbasin,10043891,CB-1143452,80010,89959,156 KING ST S,City of Waterloo,,TSS,Grate,,324.41,,,-80.5206944083686,43.4615923445246
2443,Active,11/1/2016 12:00:00 AM,Double Catchbasin,10186677,CB-1161801,9045,90832,57 ERB ST W,Region of Waterloo,"41-609, 41-623",Eng Dwg/As Built +/- 2m,,,322.982,320.981,,-80.5248792948944,43.4639861931097
2444,Active,11/1/2016 12:00:00 AM,Double Catchbasin,10187446,CB-1164175,1611,90734,7 CAROLINE ST S,Region of Waterloo,"41-609, 41-623",Eng Dwg/As Built +/- 2m,,,,321.75,,-80.5245605730348,43.4635995897341
2445,Active,,Single Catchbasin,10039640,L32L-36A,7226,95291,265 WEBER ST N,City of Waterloo,,GPS +/- 0.5m,Grate,,321.141,,,-80.521543315519,43.4788920736898
2446,Active,11/1/2016 12:00:00 AM,Double Side Inlet Catchbasin,10186678,CB-1161738,298,90730,50 ERB ST W,Region of Waterloo,"41-609, 41-622",Eng Dwg/As Built +/- 2m,,,323.454,321.726,,-80.5249857702813,43.4645192610865
2447,Active,,Single Catchbasin,10037375,CB-1127594,8401,88434,560 KING ST N,Region of Waterloo,,GPS +/- 0.5m,Grate,,346.53,,,-80.5308190192696,43.4991660117007
2448,Active,1/1/2004 12:00:00 AM,Double Catchbasin,10042438,CB-1146765,8120,72395,612 SILVERBIRCH RD,Region of Waterloo,41-380,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5496709022139,43.4956739969821
2449,Active,3/1/2004 12:00:00 AM,Single Catchbasin,10042497, ,29538,102995,573 CHABLIS DR,Region of Waterloo,41-479,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5728253215335,43.4496089096583
2450,Active,,Single Ditch Inlet Catchbasin,10037461,CB-1143471,80906,103990,595 WESTMOUNT RD N,Region of Waterloo,,Estimated/Unknown,Grate,,341.25,,,-80.5663277230981,43.4831653647017
2451,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10044612,CB-1164729,2222222,93970,74 MCDOUGALL RD,City of Waterloo,5-502,GPS +/- 0.5m,Grate,,332.239,,No,-80.5448596324524,43.4616079545385
2452,Active,1/1/1978 12:00:00 AM,Single Catchbasin,10044225,MPLS5R-11,20611,94235,170 STONEHAVEN DR,City of Waterloo,5-977,GPS +/- 0.5m,Grate,,357.29,,No,-80.5412701993364,43.4438500477826
2453,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10038857,CB-1128672,5943,91597,27 MENNO ST,City of Waterloo,5-1079,GPS +/- 0.5m,Grate,,329.813,,No,-80.5278811835378,43.461624466139
2454,Active,,Single Catchbasin,10041420,CB-1129535,280,93928,43 MOORE AVE S,City of Waterloo,41-219,TSS,Grate,,322.28,,NI,-80.5151294714894,43.4667055686394
2455,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10041022,L54R-23A,54,111784,1 SUNSHINE AVE,City of Waterloo,5-289,GPS +/- 0.5m,Grate,,326.825,,No,-80.5339919398439,43.4622162716281
2456,Active,7/1/2009 12:00:00 AM,Single Catchbasin,10039834,CB-1143778,20450,93804,300 ERB ST W,Region of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,,,,-80.5422141796655,43.4565702129421
2457,Active,1/1/2002 12:00:00 AM,Double Catchbasin,10043220,L54R-59B,125,92185,10 DIETZ AVE S,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,333.876,,Yes,-80.5334275382007,43.4600354065444
2458,Active,1/1/1983 12:00:00 AM,Double Catchbasin,10038934,CB-1115800,7681,82393,316 CRIMSON CRES,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.4969848552267,43.4930783462329
2459,Active,,Single Catchbasin,10039468,CB-1129033,9044,121324,20 BARREL YARDS BLVD ,City of Waterloo,,GPS +/- 0.5m,Grate,,325.74,,,-80.5296241687404,43.4649589498291
2460,Active,1/1/1965 12:00:00 AM,Double Catchbasin,10044926,CB-1128041,510,72944,521 GLEN FORREST BLVD,City of Waterloo,,Estimated/Unknown,Grate,,346.292,,Yes,-80.5518220835054,43.4853523904135
2461,Active,1/1/1984 12:00:00 AM,Single Catchbasin,10040661,CLRS13L-17,9014,77914,416 WINCHESTER DR,City of Waterloo,5-1097,Aerial Photo +/- 0.5m,Grate,,355.276,,Yes,-80.5578116492744,43.4537258932681
2462,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10042126,CB-1103540,98,79874,325 WYECROFT BLVD,City of Waterloo,5-1328,Aerial Photo +/- 0.5m,Grate,,366.22,,Yes,-80.5700551476765,43.4595414111563
2463,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10039636,L32L-51,80013,91135,9 STATE CRT,City of Waterloo,,GPS +/- 0.5m,Grate,,326.32,,,-80.5271684546108,43.4764630204288
2464,Active,,Double Catchbasin,10037608,CB-1151883,9044,95683,101 FATHER DAVID BAUER DR,City of Waterloo,,GPS +/- 0.5m,Grate,,324.999,,,-80.5321052261325,43.465084529395
2465,Active,1/1/1958 12:00:00 AM,Single Catchbasin,10044221,L68L-55,274,121536,280 LESTER ST,City of Waterloo,,GPS +/- 0.5m,Grate,,342.419,,,-80.5359687225782,43.4757660120424
2466,Active,1/1/1980 12:00:00 AM,Single Catchbasin,10045404,CB-1110323,5771,76236,494 WESTVALE DR,City of Waterloo,5-1005B,GPS +/- 0.5m,Grate,,365.54,,Yes,-80.5487562046257,43.4425239518245
2467,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10045162,CB-1110862,4337,77987,493 EDENVALLEY CRES,City of Waterloo,5-1240,GPS +/- 0.5m,Grate,,371.52,,Yes,-80.557950021353,43.4455376919656
2468,Active,1/1/1989 12:00:00 AM,Single Catchbasin,10037204,CB-1110221,1639,99978,200 BATHURST DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5281248591979,43.5123166348501
2469,Active,1/1/1955 12:00:00 AM,Single Catchbasin,10037970,CB-1128255,177,92058,48 DIETZ AVE S,City of Waterloo,15-532,Eng Dwg/As Built +/- 2m,Grate,,335.127,334.14,Yes,-80.5322296138033,43.4587139146549
2470,Active,1/1/1993 12:00:00 AM,Single Catchbasin,10042646,CB-1109185,20475,103973,12 CHURCHILL ST,City of Waterloo,15-428,GPS +/- 0.5m,Grate,,346.724,,Yes,-80.5522831906656,43.4540758200501
2471,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10045213,L66R-26,113,72642,314 SHAKESPEARE PL,City of Waterloo,5-319,GPS +/- 0.5m,Grate,,347.261,,No,-80.5496077293327,43.4662473680557
2472,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10039432,CB-1109230,6021,94016,36 HELENE CRES,City of Waterloo,5-904,GPS +/- 0.5m,Grate,,337.751,,No,-80.545830805405,43.4573522357823
2473,Active,1/1/1966 12:00:00 AM,Single Catchbasin,10043547,L66R-21,114,72118,172 TENNYSON PL,City of Waterloo,5-319,TSS,Grate,,345.712,,No,-80.5474982663209,43.4663325228908
2474,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10037015,CS5R-34,7742,87864,475B KINGSCOURT DR,City of Waterloo,,Digitized +/- 2m,Grate,,341.765,,Yes,-80.5219820814941,43.4946697012252
2475,Active,1/1/1988 12:00:00 AM,Single Catchbasin,10038048,CB-1143532,26574,100502,275 FROBISHER DR,City of Waterloo,5-1762,Eng Dwg/As Built +/- 2m,Grate,,332.6,,Yes,-80.5213136386308,43.5137570415828
2476,Active,7/31/2019 12:00:00 AM,Single Catchbasin,10221526,CB-1164725,1744,85189,40 MARGARET AVE N,City of Waterloo,15-1227,Eng Dwg/As Built +/- 2m,,,330.89,329.41,,-80.5049041632161,43.4730017507496
2477,Active,1/1/1987 12:00:00 AM,Single Catchbasin,10041713,CB-1142221,8226,75102,380 TWINFLOWER CRES,City of Waterloo,5-1312,Eng Dwg/As Built +/- 2m,Grate,,111.111,111.111,Yes,-80.5635628181873,43.498113269849
2478,Active,1/1/1961 12:00:00 AM,Single Catchbasin,10040328,CB-1127420,384,92137,80 HICKORY ST W,City of Waterloo,,GPS +/- 0.5m,Grate,,338.76,,,-80.5328178488181,43.4770862086716
2479,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10040202,CB-1142378,8180,73973,192 NORTHLAKE DR,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5574861063785,43.494885064922
2480,Active,1/1/1954 12:00:00 AM,Single Catchbasin,10042200,CB-1142412,1472,85194,54 MARGARET AVE N,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5052002792193,43.4740561602094
2481,Active,1/1/1986 12:00:00 AM,Single Catchbasin,10040797,CN6R-98,7687,94575,300A CAMILLE CRES,City of Waterloo,5-1073,Aerial Photo +/- 0.5m,Grate,,331.7,,Yes,-80.5007201377065,43.4966111449831
2482,Active,1/1/2003 12:00:00 AM,Single Catchbasin,10040910,CB-1142849,28951,101303,812 CREEKSIDE DR,City of Waterloo,,Digitized +/- 2m,Grate,,0,,Yes,-80.5914568006764,43.4729940537414
2483,Active,1/1/1975 12:00:00 AM,Single Catchbasin,10038199,C16R-008,783,73648,269 PARKMOUNT DR,City of Waterloo,,Estimated/Unknown,Grate,,347.777,,No,-80.5560146465195,43.4853636573223
2484,Active,,Single Catchbasin,10044726,CB-1110777,20412,76684,36 FISCHER-HALLMAN RD S,Region of Waterloo,,GPS +/- 0.5m,Grate,,355.72,,,-80.5515470027087,43.4504541025435
2485,Active,1/1/1964 12:00:00 AM,Double Catchbasin,10041798,CB-1128708,321,87047,70 WEBER ST N,Region of Waterloo,,GPS +/- 0.5m,Grate,,321.54,,,-80.5137383191787,43.4710402444201
2486,Active,11/1/2016 12:00:00 AM,Single Catchbasin,10184272,CB-1152447,3322,88588,580 COLBY DR,Region of Waterloo,15-1075,Eng Dwg/As Built +/- 2m,,,342.251,340.317,,-80.5374755630411,43.5003293206675
2487,Active,1/1/1965 12:00:00 AM,Single Catchbasin,10043988,F10L-2,7879,81484,500 KING ST N,Region of Waterloo,41-240,GPS +/- 0.5m,Grate,,333.534,331.324,,-80.528298743333,43.4923861625879
2488,Active,8/1/2017 12:00:00 AM,Double Catchbasin,10217330,CB-1164346,1410,101053,440 COLUMBIA ST W,City of Waterloo,15-1066,Eng Dwg/As Built +/- 2m,,,347.03,345.55,,-80.5666603783005,43.4673773772495
2489,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10042757,L42L-43,351,91534,137 ALBERT ST,City of Waterloo,15-146,TSS,Grate,,334.46,333.131,,-80.528387800113,43.4707101221549
2490,Active,1/1/1989 12:00:00 AM,Single Catchbasin,10041356,CB-1142197,4226,75782,371 BUSHVIEW CRES,City of Waterloo,,Estimated/Unknown,Grate,,0,,Yes,-80.5684009914732,43.4963686124318
2491,Active,1/1/1998 12:00:00 AM,Single Catchbasin,10147007,CB-1152137,3456,95338,269 WISSLER RD,City of Waterloo,,DIGITIZED,Grate,,,,Yes,-80.5174410193226,43.507298042581
2492,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10203055,CB-1163757,327,86468,122 WEBER ST N,City of Waterloo,,Field Notes,,,,,,-80.5145202389974,43.4724351208591
2493,Active,1/1/1977 12:00:00 AM,Single Catchbasin,10147081,CB-1152157,7900,84117,309 CONCORDIA CRES,City of Waterloo,,Field Notes,Grate,,,,Yes,-80.5034605773967,43.4940301303337
2494,Active,8/1/2016 12:00:00 AM,Double Catchbasin,10201394,CB-1144789,80615,81869,333 WOOLWICH ST,City of Waterloo,15-1103,Eng Dwg/As Built +/- 2m,,,314.71,313.37,,-80.4812293193459,43.4984588486897
2495,Active,1/1/2013 12:00:00 AM,Single Catchbasin,10147620,CB-1152186,3265,82848,461 DENHOLM ST,City of Waterloo,15-1041,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.5039098032153,43.5020957581273
2496,Active,1/1/1995 12:00:00 AM,Double Catchbasin,10147618,CB-1152195,12831,94664,169B CAVELLETTI CRT,City of Waterloo,5-1618,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.4851404323771,43.4895001101581
2497,Active,8/1/2016 12:00:00 AM,Single Catchbasin,10201395,CB-1163467,80615,81939,303 WOOLWICH ST,City of Waterloo,5-1105,Eng Dwg/As Built +/- 2m,,,318.29,316.77,,-80.4813196996197,43.4962521329445
2498,Active,1/1/1985 12:00:00 AM,Single Catchbasin,10039274,CS5R-45,7742,121139,385 KINGSCOURT DR ,City of Waterloo,,Digitized +/- 2m,Grate,,342.367,,Yes,-80.5241823630344,43.49571792426
2499,Active,1/1/1999 12:00:00 AM,Double Catchbasin,10147723,CB-1152102,26723,100247,565 WOOLWICH PL,City of Waterloo,5-1864,Eng Dwg/As Built +/- 2m,,,111.111,111.111,Yes,-80.4969995647858,43.5078581720043
2500,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10147722,CB-1152106,26723,82338,556 WOOLWICH PL,City of Waterloo,5-1864,Eng Dwg/As Built +/- 2m,,,111.111,111.111,Yes,-80.4964241973623,43.506788330828
2501,Active,1/1/2011 12:00:00 AM,Single Catchbasin,10039156,CB-1146979,27324,70454,544 MUSTANG PL,City of Waterloo,15-908,Eng Dwg/As Built +/- 2m,Grate,,111.111,329.176,Yes,-80.4923971524682,43.4982723813312
2502,Active,,Single Catchbasin,10038562,CB-1131677,3436,81823,20 NORTHFIELD DR E,Region of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,,-80.5314736486082,43.502454624489
2503,Active,,Single Catchbasin,10042749,CB-1128289,5991,100572,0 WESTMOUNT RD S,Region of Waterloo,,GPS +/- 0.5m,Grate,,337.759,,,-80.5319272242156,43.4568876007541
2504,Active,1/1/1969 12:00:00 AM,Double Catchbasin,10041170,C4L-110,8091,72174,537 LYNNBROOK PL,City of Waterloo,,Estimated/Unknown,Grate,,344.122,,Yes,-80.5475855639206,43.4917503984562
2505,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10141808,L33L-19D,232,89900,71 MARSHALL ST,City of Waterloo,,Total Station +/- 0.5m,Grate,,,,Yes,-80.5200486794976,43.4739436805201
2506,Active,1/1/1999 12:00:00 AM,Single Catchbasin,10042258,CB-1142973,27671,97187,237 DEARBORN BLVD,City of Waterloo,5-1883,TSS,Grate,,0,,Yes,-80.5213449983955,43.4888098366153
2507,Active,1/1/1990 12:00:00 AM,Single Catchbasin,10044875,CB-1110591,5818,78387,206A SPRINGFIELD CRES,City of Waterloo,5-1445,GPS +/- 0.5m,Grate,,377.66,,Yes,-80.5560826137791,43.4400251032522
2508,Active,3/1/2004 12:00:00 AM,Single Catchbasin,10039970,CB-1144661,29538,104392,650 ERB ST W,Region of Waterloo,41-479 & Site Plan 650-668 Erb St W,Eng Dwg/As Built +/- 2m,Grate,,384.61,,,-80.5719259089846,43.4470658353851
2509,Active,1/1/1956 12:00:00 AM,Single Catchbasin,10037535,L58L-36,7294,92604,259 SUNVIEW ST,City of Waterloo,,GPS +/- 0.5m,Grate,,346.038,,,-80.533707144702,43.4744300427978
2510,Active,11/1/1989 12:00:00 AM,Single Catchbasin,10166806,,3333333,93942,500 PARKSIDE DR,City of Waterloo Property,Site Plan 500 Parkside Dr,Site Plan +/- 2m,,,338.1,337.43,,-80.5448236675179,43.4893656957353
2511,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10043122,CB-1143552,20543,121387,109 WESTMOUNT RD N ,Region of Waterloo,,TSS 2012,Grate,,329.37,327.69,,-80.5405694491907,43.464018510207
2512,Active,1/1/1850 12:00:00 AM,Single Catchbasin,10039444,L32L-52,80013,100534,0 STATE ST,City of Waterloo,,GPS +/- 0.5m,Grate,,327.27,,,-80.5270657928684,43.475928513549
2513,Active,,Single Catchbasin,10042517,CB-1102380,7192,101851,220 COLUMBIA ST W,City of Waterloo,41-128,GPS +/- 0.5m,Grate,,345.318,343.738,,-80.5486249023311,43.4738020355499
2514,Active,,Single Catchbasin,10044316,CB-1102432,27141,74453,200 COLUMBIA ST W,City of Waterloo,,GPS +/- 0.5m,Grate,,337.881,,,-80.5451128852793,43.4750595378677
2515,Active,12/19/2003 12:00:00 AM,Single Catchbasin,10039121,CB-1147758,29428,103427,540 WOOLGRASS AVE,City of Waterloo,5-2113,Eng Dwg/As Built +/- 2m,Grate,,,,Yes,-80.6010326692091,43.4716619248701
2516,Active,,Single Catchbasin,10038228,L85L-9,4624,74957,310 TOLL GATE BLVD,City of Waterloo,,Estimated/Unknown,Grate,,0,,,-80.5609280401019,43.4843793616155
2517,Active,1/1/2010 12:00:00 AM,Single Catchbasin,10037242,CB-1144644,28910,102007,769 KLOSTERS DR,City of Waterloo,5-2345,Aerial Photo +/- 0.5m,Grate,,374.08,372.54,Yes,-80.5836753581794,43.4557693644611
2518,Active,12/19/2003 12:00:00 AM,Double Catchbasin,10036965,CB-1143024,29418,102327,659 VIOLET ST,City of Waterloo,5-2115,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.6002180493895,43.469815237751
2519,Active,1/1/1996 12:00:00 AM,Single Catchbasin,10041846,CB-1103502,3941,96259,251 PINELAND PL,City of Waterloo,5-1628,Digitized +/- 2m,Grate,,0,,Yes,-80.5759409540393,43.4712138526924
2520,Active,1/1/2003 12:00:00 AM,Double Catchbasin,10038210,CB-1142841,28951,101322,856 CREEKSIDE DR,City of Waterloo,,Eng Dwg/As Built +/- 2m,Grate,,0,,Yes,-80.5937691550738,43.4748332368744
2521,Active,1/1/1953 12:00:00 AM,Single Catchbasin,10044989,CB-1127384,245,91453,263 HAZEL ST,City of Waterloo,15-747,GPS +/- 0.5m,Grate,,332.13,330.659,,-80.5291741122275,43.4763812982777
2522,Active,1/1/2000 12:00:00 AM,Single Catchbasin,10043180,CB-1142765,27720,70159,610 BREAKWATER CRES,City of Waterloo,5-1921,Aerial Photo +/- 0.5m,Grate,,0,,Yes,-80.5138624925077,43.5121207399236
2523,Active,1/1/1967 12:00:00 AM,Single Catchbasin,10042691,CB-1122979,7538,86484,259 WILLOWDALE PL,City of Waterloo,,TSS,Grate,,317.958,,Yes,-80.5148223019434,43.4787717380991
